OBJECTID,Metro_Buff,CBG_id,Num_Metro,Bus_Buff,Shape_Length,Shape_Area,Num_Bus,Centroid_X,Centroid_Y,BlockGroupArea
20,0,360050002001,0,1,0.013742431861358,0.000009500292269,2,193.705114216444370,44.669766574782429,0.034367553855093
21,0,360050004001,0,1,0.014386037906616,0.000006653224845,6,193.888956167236610,44.672479535313656,0.024068236567252
22,0,360050016001,0,1,0.011972997823497,0.000008286263413,1,193.755177033317300,45.134354984379158,0.029972805539726
23,0,360050020001,0,1,0.011870567173896,0.000008114252332,3,193.535740949031410,44.944022848850942,0.029351828221935
24,0,360050020002,0,1,0.011841888353230,0.000008108500859,3,193.561831688478750,44.798529808209899,0.029331957293998
25,0,360050020003,0,1,0.016467093735340,0.000012519300279,1,193.313423811062820,44.954094868090010,0.045286072896151
26,0,360050020004,0,1,0.010858583734091,0.000005797380884,0,193.385878350809150,44.778240580110314,0.020971785828924
27,0,360050020005,0,1,0.006238633266789,0.000002032377708,0,193.337264213166460,45.059577810477258,0.007351576386174
28,0,360050028002,0,1,0.011816353968789,0.000008153719565,2,192.986701707788140,45.152182151572475,0.029493277958983
29,0,360050028004,0,1,0.008219749278083,0.000004129376166,1,192.842292360051200,45.128117462941546,0.014936657585468
30,0,360050042001,0,1,0.009629164328902,0.000005138660624,5,193.369960689270270,45.363565369154863,0.018586502265774
31,0,360050044001,0,1,0.010198149077809,0.000006387301762,1,193.405116684343260,45.534873778210091,0.023101979811199
